hotel,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,booking_changes,customer_type,adr,arrival_date_year,arrival_date_month,arrival_date_day_of_month,is_canceled,total_stay,total_guests,is_family,lead_time_group,arrival_date,arrival_year,arrival_month,arrival_day
1,42,1,8,2,1,1,0,0,1,1,3,1,0,389.71,2024,October,30,0,9,4,1,Medium,2024-10-30,2024,10,30
0,306,0,1,3,0,0,3,2,0,0,1,0,1,191.09,2022,June,21,0,1,3,1,Long,2023-08-11,2023,8,11
0,137,1,7,1,0,0,1,0,1,0,4,2,0,364.67,2024,February,2,0,8,1,0,Long,2022-05-24,2022,5,24
1,228,0,4,2,0,0,1,0,0,1,4,2,0,381.94,2023,October,18,1,4,2,1,Long,2024-09-11,2024,9,11
0,291,0,4,3,0,0,1,2,0,1,1,0,0,215.42,2023,July,21,0,4,3,1,Long,2023-02-09,2023,2,9
0,226,1,8,3,1,0,3,2,1,0,3,0,2,419.06,2024,February,2,0,9,4,1,Long,2023-05-02,2023,5,2
1,344,0,9,2,2,0,2,2,1,0,2,2,2,161.15,2023,September,30,0,9,4,1,Long,2024-09-26,2024,9,26
0,176,1,7,1,1,1,3,1,0,0,3,0,1,450.7,2024,October,11,0,8,3,1,Long,2023-12-31,2023,12,31
1,250,1,1,3,2,1,2,1,1,0,3,1,0,330.87,2024,May,13,0,2,6,1,Long,2022-01-09,2022,1,9
0,126,2,4,1,2,1,0,0,1,1,0,2,2,205.86,2023,June,30,0,6,4,1,Long,2024-07-27,2024,7,27
1,222,0,1,1,2,0,2,1,0,0,3,2,0,335.73,2022,December,17,1,1,3,1,Long,2022-10-05,2022,10,5
0,355,1,4,3,2,1,2,2,1,1,0,2,0,226.69,2023,March,18,0,5,6,1,Long,2022-03-20,2022,3,20
0,210,0,1,2,2,1,1,1,0,1,3,0,0,113.71,2022,November,20,0,1,5,1,Long,2023-10-23,2023,10,23
1,262,0,5,3,1,1,2,2,1,0,2,0,0,370.42,2024,April,10,0,5,5,1,Long,2024-03-14,2024,3,14
1,150,2,3,1,1,0,2,1,1,0,3,1,2,160.73,2022,February,10,0,5,2,1,Long,2022-03-28,2022,3,28
0,318,2,1,3,2,1,1,1,0,0,0,2,0,94.33,2022,September,25,0,3,6,1,Long,2022-06-23,2022,6,23
1,41,0,2,3,1,0,3,2,1,0,3,0,1,406.03,2022,March,26,0,2,4,1,Medium,2023-03-06,2023,3,6
1,10,1,3,1,0,1,3,0,0,0,4,0,0,451.6,2024,December,18,1,4,2,1,Short,2024-01-09,2024,1,9
0,354,2,6,2,2,0,1,2,0,1,2,1,0,373.1,2022,June,11,0,8,4,1,Long,2024-05-16,2024,5,16
0,44,0,6,2,2,0,1,2,0,1,1,1,1,323.36,2024,September,7,1,6,4,1,Medium,2024-03-06,2024,3,6
0,206,1,5,2,2,0,0,1,0,0,1,1,0,258.78,2024,April,17,0,6,4,1,Long,2023-10-30,2023,10,30
1,266,0,7,1,0,0,3,0,1,1,2,1,2,394.09,2023,February,8,0,7,1,0,Long,2022-01-04,2022,1,4
0,307,1,5,2,1,0,2,2,1,0,4,0,1,157.47,2023,May,21,0,6,3,1,Long,2024-08-12,2024,8,12
0,82,1,2,3,2,0,3,1,1,1,0,1,1,483.3,2022,May,22,0,3,5,1,Medium,2023-03-27,2023,3,27
1,315,0,4,2,2,1,1,2,1,1,3,0,2,261.17,2024,March,2,0,4,5,1,Long,2022-06-02,2022,6,2
1,303,2,2,3,2,1,0,0,0,0,4,0,1,360.39,2024,October,24,1,4,6,1,Long,2024-02-18,2024,2,18
1,283,1,1,2,1,1,0,2,1,0,0,0,2,109.69,2023,June,17,0,2,4,1,Long,2023-02-10,2023,2,10
0,184,0,6,1,2,1,3,0,1,1,1,2,0,442.17,2023,June,25,1,6,4,1,Long,2024-10-21,2024,10,21
1,198,2,4,1,2,1,0,2,1,1,0,1,1,320.67,2023,November,6,1,6,4,1,Long,2024-01-24,2024,1,24
0,245,0,4,2,2,0,2,0,1,0,3,1,0,336.18,2022,November,14,0,4,4,1,Long,2022-05-01,2022,5,1
0,159,2,2,2,2,1,1,1,1,1,2,1,2,396.3,2022,May,21,0,4,5,1,Long,2023-08-22,2023,8,22
0,183,0,8,1,0,1,2,1,1,0,3,2,2,56.21,2023,July,26,0,8,2,1,Long,2022-06-16,2022,6,16
0,256,0,7,3,1,0,1,1,1,0,0,1,1,447.95,2023,April,24,1,7,4,1,Long,2023-04-25,2023,4,25
1,60,0,5,1,2,0,3,2,0,1,2,2,0,176.15,2024,November,5,0,5,3,1,Medium,2024-06-01,2024,6,1
1,224,0,5,1,0,0,3,2,0,1,2,0,2,310.78,2022,November,11,0,5,1,0,Long,2024-11-27,2024,11,27
1,303,0,4,2,0,0,1,0,1,0,2,0,2,318.93,2024,January,24,0,4,2,1,Long,2024-08-17,2024,8,17
1,139,2,2,3,1,0,2,1,0,0,4,2,1,308.35,2022,February,1,1,4,4,1,Long,2024-07-02,2024,7,2
0,284,0,4,1,1,1,1,2,0,1,4,0,2,120.05,2022,March,17,0,4,3,1,Long,2024-08-07,2024,8,7
1,288,0,1,1,2,0,3,0,1,0,2,2,0,275.74,2024,April,13,0,1,3,1,Long,2024-06-12,2024,6,12
0,288,0,2,3,1,1,0,1,1,1,4,1,2,300.94,2024,July,13,1,2,5,1,Long,2024-04-24,2024,4,24
1,277,0,6,3,0,0,3,2,1,0,4,0,0,261.31,2023,December,9,1,6,3,1,Long,2024-05-02,2024,5,2
1,123,2,2,1,2,1,1,2,1,0,4,0,2,294.95,2023,April,14,0,4,4,1,Long,2022-08-12,2022,8,12
0,69,2,8,2,1,1,2,1,1,0,2,1,0,256.51,2024,August,1,0,10,4,1,Medium,2024-08-15,2024,8,15
0,94,0,8,1,0,1,1,0,1,1,4,1,1,291.47,2022,March,27,0,8,2,1,Long,2024-07-26,2024,7,26
0,248,0,2,2,0,0,2,0,0,0,4,2,2,381.73,2024,June,19,1,2,2,1,Long,2023-03-04,2023,3,4
1,211,0,4,2,1,0,0,2,0,0,3,2,2,451.69,2024,September,9,0,4,3,1,Long,2023-10-10,2023,10,10
0,79,2,8,3,1,1,1,2,1,0,1,1,2,333.13,2022,January,5,0,10,5,1,Medium,2024-08-06,2024,8,6
1,138,1,5,3,2,1,2,1,0,1,1,2,0,326.87,2022,June,21,1,6,6,1,Long,2024-10-06,2024,10,6
0,228,0,6,3,0,0,0,2,1,1,1,1,2,371.84,2022,November,28,0,6,3,1,Long,2022-08-09,2022,8,9
1,228,0,6,1,1,1,2,2,0,0,3,1,2,315.36,2022,August,2,0,6,3,1,Long,2022-02-21,2022,2,21
0,91,1,4,2,1,1,3,0,1,1,4,1,2,81.09,2023,July,12,0,5,4,1,Long,2022-08-19,2022,8,19
0,190,0,1,2,1,0,2,0,1,1,3,2,2,368.98,2022,February,16,0,1,3,1,Long,2024-02-11,2024,2,11
0,5,0,6,2,2,0,0,0,0,1,0,1,0,165.17,2022,September,4,0,6,4,1,Last-Minute,2024-02-09,2024,2,9
0,299,0,2,2,1,1,3,1,1,0,1,0,1,311.74,2024,February,23,0,2,4,1,Long,2022-01-13,2022,1,13
1,36,1,8,2,2,0,0,2,0,0,4,2,2,79.88,2022,July,9,0,9,4,1,Medium,2022-09-23,2022,9,23
1,101,1,5,3,2,0,3,1,0,0,2,2,1,285.57,2024,October,29,1,6,5,1,Long,2024-10-21,2024,10,21
1,92,1,8,1,1,0,3,1,0,0,4,0,2,171.57,2023,August,23,0,9,2,1,Long,2024-11-30,2024,11,30
1,192,1,7,1,2,1,0,0,0,0,2,1,0,257.73,2023,February,21,0,8,4,1,Long,2023-03-10,2023,3,10
0,325,0,8,3,0,1,1,2,0,1,3,0,1,238.48,2024,March,21,0,8,4,1,Long,2024-09-28,2024,9,28
0,239,2,2,1,2,1,1,2,0,0,0,0,2,163.4,2024,December,23,0,4,4,1,Long,2022-11-26,2022,11,26
1,154,1,7,1,2,0,3,0,1,1,2,2,0,190.45,2024,February,10,1,8,3,1,Long,2022-10-11,2022,10,11
1,361,2,6,3,2,0,0,2,0,0,2,2,0,459.75,2023,October,12,0,8,5,1,Long,2023-07-21,2023,7,21
1,270,1,6,2,1,0,3,1,1,1,0,1,2,491.63,2024,July,16,1,7,3,1,Long,2022-07-04,2022,7,4
1,333,0,2,3,1,0,3,1,0,1,2,1,0,383.98,2023,May,28,1,2,4,1,Long,2022-09-20,2022,9,20
1,4,1,4,1,0,1,3,1,1,0,4,2,0,308.47,2023,April,21,0,5,2,1,Last-Minute,2022-06-09,2022,6,9
0,338,2,8,3,2,1,3,2,1,0,0,0,0,366.06,2022,August,23,0,10,6,1,Long,2023-05-25,2023,5,25
0,109,1,9,1,2,1,0,2,0,0,0,0,0,348.33,2022,November,18,0,10,4,1,Long,2024-08-07,2024,8,7
1,64,1,6,3,1,0,1,2,1,0,3,2,1,199.16,2024,April,19,0,7,4,1,Medium,2024-11-11,2024,11,11
1,110,1,8,3,1,0,1,0,1,0,4,1,1,323.05,2022,September,2,0,9,4,1,Long,2024-09-21,2024,9,21
0,40,1,6,3,0,1,2,0,1,0,4,0,1,250.54,2023,February,11,0,7,4,1,Medium,2022-11-14,2022,11,14
1,352,1,9,1,0,1,1,2,0,1,0,1,2,211.55,2022,May,5,0,10,2,1,Long,2023-03-24,2023,3,24
1,94,2,9,1,1,0,1,0,0,0,0,0,1,100.95,2024,January,18,1,11,2,1,Long,2023-12-19,2023,12,19
0,102,2,8,2,2,1,0,1,0,1,2,1,1,171.45,2024,August,7,0,10,5,1,Long,2022-01-17,2022,1,17
0,252,0,9,1,2,0,1,1,0,1,1,0,2,428.62,2024,December,23,1,9,3,1,Long,2022-03-15,2022,3,15
0,236,2,4,1,0,0,1,0,1,1,4,1,2,400.13,2024,September,3,0,6,1,0,Long,2023-04-05,2023,4,5
1,127,2,5,3,1,0,1,2,1,1,2,2,1,288.56,2024,July,21,0,7,4,1,Long,2022-06-22,2022,6,22
1,282,2,7,3,2,1,2,0,1,1,3,1,2,370.07,2022,July,2,0,9,6,1,Long,2023-03-29,2023,3,29
0,188,1,8,1,0,1,2,0,1,1,2,1,1,76.4,2022,February,8,0,9,2,1,Long,2023-04-23,2023,4,23
1,40,2,3,1,0,1,0,1,0,1,0,0,0,414.73,2024,January,25,0,5,2,1,Medium,2022-05-21,2022,5,21
1,59,1,5,2,2,0,1,0,1,1,4,1,1,300.11,2022,April,28,0,6,4,1,Medium,2023-02-14,2023,2,14
1,63,2,3,2,1,0,1,1,1,1,2,1,0,412.62,2024,November,12,1,5,3,1,Medium,2023-07-03,2023,7,3
1,156,0,6,2,0,0,2,2,1,0,1,2,2,375.21,2022,September,27,0,6,2,1,Long,2024-04-15,2024,4,15
1,362,1,5,1,0,1,3,2,1,0,3,0,0,55.55,2022,September,29,0,6,2,1,Long,2022-10-20,2022,10,20
0,357,2,5,2,0,0,3,2,0,0,4,1,0,415.5,2022,March,15,1,7,2,1,Long,2023-01-08,2023,1,8
1,108,0,4,1,2,0,1,1,1,0,1,1,2,209.94,2022,May,11,0,4,3,1,Long,2024-04-05,2024,4,5
0,194,0,1,2,1,0,3,2,1,0,0,1,0,358.21,2024,July,28,1,1,3,1,Long,2022-06-05,2022,6,5
0,298,0,7,2,2,1,2,2,0,0,1,2,0,256.09,2023,January,24,0,7,5,1,Long,2023-10-09,2023,10,9
1,1,0,7,1,0,1,2,2,1,0,1,1,0,457.66,2022,May,5,0,7,2,1,Last-Minute,2022-03-13,2022,3,13
0,8,1,4,1,2,0,0,1,0,1,2,0,2,146.36,2024,May,12,0,5,3,1,Short,2023-06-14,2023,6,14
0,188,2,8,3,2,0,1,1,1,1,1,1,1,113.49,2024,June,6,1,10,5,1,Long,2024-03-16,2024,3,16
1,230,0,5,1,2,0,1,2,0,1,1,1,1,117.48,2022,October,3,0,5,3,1,Long,2024-08-29,2024,8,29
0,47,1,1,2,0,1,2,1,0,0,3,2,2,426.96,2024,March,28,0,2,3,1,Medium,2022-02-18,2022,2,18
1,211,1,3,2,1,1,3,0,1,1,3,1,2,365.74,2022,March,22,0,4,4,1,Long,2024-11-05,2024,11,5
1,13,1,4,1,0,0,1,1,1,1,3,1,0,153.29,2022,August,28,0,5,1,0,Short,2023-11-16,2023,11,16
0,85,1,4,3,0,1,2,1,0,0,1,1,2,174.12,2022,September,20,0,5,4,1,Medium,2023-01-16,2023,1,16
1,282,2,8,1,2,0,0,1,1,1,3,2,1,138.72,2024,May,2,0,10,3,1,Long,2024-10-09,2024,10,9
0,206,2,4,3,2,0,1,1,1,1,3,2,0,164.09,2023,August,30,1,6,5,1,Long,2023-04-07,2023,4,7
0,281,2,3,2,1,0,0,0,0,0,1,2,0,194.41,2024,June,21,0,5,3,1,Long,2022-08-13,2022,8,13
1,270,0,7,3,1,0,1,1,1,1,4,0,1,298.64,2023,February,6,1,7,4,1,Long,2022-04-01,2022,4,1
1,350,0,5,2,0,1,1,1,1,0,3,2,0,443.11,2024,December,24,0,5,3,1,Long,2022-09-03,2022,9,3
1,259,2,9,2,1,1,3,1,0,0,3,1,0,360.17,2024,September,22,1,11,4,1,Long,2022-10-15,2022,10,15
1,226,2,4,1,0,0,1,1,1,1,4,0,1,166.33,2024,December,15,1,6,1,0,Long,2023-03-21,2023,3,21
1,351,1,6,3,2,1,1,2,1,1,2,0,1,95.32,2023,September,3,0,7,6,1,Long,2024-07-24,2024,7,24
1,291,0,6,3,0,1,3,2,0,1,0,2,2,447.9,2023,February,9,1,6,4,1,Long,2023-08-15,2023,8,15
1,305,2,1,3,1,0,3,0,0,1,3,0,1,467.8,2022,March,7,1,3,4,1,Long,2024-08-23,2024,8,23
1,31,2,9,1,1,0,2,1,0,1,3,2,2,236.38,2024,February,30,0,11,2,1,Medium,2022-11-22,2022,11,22
1,122,1,8,3,0,0,1,0,1,0,1,0,2,58.01,2023,August,17,0,9,3,1,Long,2024-04-01,2024,4,1
1,333,0,6,1,0,0,1,2,1,0,0,1,1,211.35,2023,August,16,0,6,1,0,Long,2023-08-01,2023,8,1
0,97,0,8,1,1,0,1,0,1,0,1,2,2,403.27,2024,October,3,1,8,2,1,Long,2022-09-30,2022,9,30
0,243,2,2,3,2,1,1,2,1,1,3,2,1,386.16,2022,December,1,0,4,6,1,Long,2024-11-25,2024,11,25
1,292,2,4,2,2,1,3,2,1,1,1,0,0,210.6,2023,March,3,0,6,5,1,Long,2022-03-09,2022,3,9
1,278,0,4,1,1,0,0,2,1,0,2,0,2,64.93,2022,March,12,0,4,2,1,Long,2022-06-21,2022,6,21
1,341,0,6,2,0,1,3,1,1,0,3,1,2,196.93,2023,October,7,0,6,3,1,Long,2023-03-18,2023,3,18
1,243,2,4,3,1,0,1,2,1,1,3,1,0,303.09,2022,February,22,0,6,4,1,Long,2024-01-16,2024,1,16
1,107,1,6,2,1,1,1,2,0,0,0,0,0,131.86,2024,April,15,0,7,4,1,Long,2023-04-11,2023,4,11
0,0,0,3,3,1,1,3,0,0,1,4,0,2,448.87,2024,October,30,0,3,5,1,,2022-10-17,2022,10,17
1,253,2,3,3,1,0,3,0,0,0,2,2,0,171.62,2023,January,21,1,5,4,1,Long,2023-07-10,2023,7,10
1,126,1,3,3,2,1,0,0,0,1,3,0,1,123.79,2023,March,19,1,4,6,1,Long,2022-10-18,2022,10,18
0,227,1,5,1,1,1,2,2,0,1,1,2,0,322.47,2023,August,10,0,6,3,1,Long,2023-12-05,2023,12,5
1,305,0,5,2,0,1,1,0,1,0,4,2,2,273.35,2024,July,16,1,5,3,1,Long,2022-01-17,2022,1,17
1,269,0,9,2,1,0,0,1,1,1,2,1,0,378.11,2022,July,24,0,9,3,1,Long,2022-06-24,2022,6,24
0,57,2,7,2,2,1,2,2,1,0,3,2,1,355.57,2024,March,5,0,9,5,1,Medium,2024-08-21,2024,8,21
1,208,2,5,1,1,1,1,2,0,0,4,0,0,119.13,2023,March,11,0,7,3,1,Long,2022-03-20,2022,3,20
1,252,2,7,1,1,1,3,2,1,1,3,2,2,377.59,2023,July,17,0,9,3,1,Long,2023-04-11,2023,4,11
0,253,0,6,2,2,0,1,1,1,1,3,0,0,390.43,2023,September,29,0,6,4,1,Long,2024-08-15,2024,8,15
1,142,1,9,1,0,0,0,2,1,0,3,2,2,55.71,2024,June,30,0,10,1,0,Long,2024-10-01,2024,10,1
0,314,1,4,2,1,1,0,0,1,0,0,0,2,465.17,2022,January,6,0,5,4,1,Long,2024-01-18,2024,1,18
1,90,0,9,2,0,1,1,0,1,1,3,1,2,159.39,2024,July,9,0,9,3,1,Medium,2023-10-24,2023,10,24
0,255,2,8,3,1,0,1,1,0,1,4,0,2,127.11,2024,December,19,1,10,4,1,Long,2023-02-16,2023,2,16
0,120,2,2,3,0,0,1,0,0,1,1,2,2,452.89,2024,September,3,1,4,3,1,Long,2023-12-02,2023,12,2
1,238,1,3,2,0,1,2,2,0,0,3,2,2,85.81,2022,July,2,0,4,3,1,Long,2023-09-18,2023,9,18
0,208,1,9,2,0,0,2,2,0,1,1,0,1,444.87,2022,April,19,1,10,2,1,Long,2024-12-14,2024,12,14
0,129,0,5,1,0,1,3,2,1,0,4,1,2,423.98,2023,December,15,0,5,2,1,Long,2023-06-02,2023,6,2
1,88,1,7,1,1,0,3,2,1,0,3,1,2,407.04,2023,December,23,0,8,2,1,Medium,2024-11-26,2024,11,26
0,327,2,6,3,0,0,2,2,0,1,1,1,1,495.09,2023,May,3,0,8,3,1,Long,2024-10-13,2024,10,13
0,265,0,3,1,1,1,0,2,0,1,2,0,0,70.32,2023,April,13,0,3,3,1,Long,2022-07-12,2022,7,12
1,155,1,4,3,2,0,1,0,1,0,2,0,2,196.22,2024,July,12,0,5,5,1,Long,2023-01-09,2023,1,9
0,121,0,5,3,1,1,1,2,0,0,0,2,2,197.43,2024,June,7,1,5,5,1,Long,2023-11-01,2023,11,1
1,185,2,9,3,0,0,3,0,1,1,3,1,0,381.29,2024,February,28,0,11,3,1,Long,2023-02-09,2023,2,9
0,249,0,3,3,2,0,3,1,1,0,0,0,0,215.02,2024,October,3,0,3,5,1,Long,2022-10-14,2022,10,14
0,79,2,7,3,1,0,3,0,1,0,4,1,0,465.31,2024,July,16,1,9,4,1,Medium,2022-02-05,2022,2,5
0,208,0,3,1,2,1,1,0,0,1,0,0,1,186.71,2022,October,14,0,3,4,1,Long,2022-01-27,2022,1,27
0,113,2,9,3,2,0,2,1,0,1,0,1,1,393.73,2022,February,10,0,11,5,1,Long,2023-09-28,2023,9,28
1,51,0,6,3,2,0,2,0,1,1,2,2,1,433.31,2022,August,4,1,6,5,1,Medium,2023-02-21,2023,2,21
0,64,1,2,3,1,1,3,1,0,0,1,2,1,251.13,2024,January,11,0,3,5,1,Medium,2023-03-07,2023,3,7
1,85,0,7,3,1,1,1,2,0,0,0,2,1,214.63,2022,November,7,1,7,5,1,Medium,2024-03-07,2024,3,7
1,195,0,4,3,2,0,0,1,0,1,2,1,0,202.32,2022,October,25,1,4,5,1,Long,2023-03-19,2023,3,19
0,187,2,3,1,2,1,3,0,0,1,0,2,1,470.8,2022,August,2,1,5,4,1,Long,2024-01-02,2024,1,2
1,26,0,5,2,1,0,1,0,1,1,4,0,2,163.96,2024,September,13,1,5,3,1,Short,2024-06-29,2024,6,29
0,101,2,4,2,2,0,2,0,1,1,1,2,0,62.11,2023,April,17,0,6,4,1,Long,2024-11-25,2024,11,25
1,148,0,9,2,2,0,3,0,0,0,3,1,1,126.54,2024,February,15,0,9,4,1,Long,2024-02-12,2024,2,12
0,74,0,5,1,1,1,2,1,0,1,3,0,1,418.28,2023,January,24,0,5,3,1,Medium,2024-05-10,2024,5,10
1,30,1,9,2,2,1,0,0,0,1,3,1,2,491.34,2024,May,25,0,10,5,1,Short,2024-06-12,2024,6,12
1,342,0,9,2,1,0,2,0,0,0,4,0,0,178.9,2022,April,19,0,9,3,1,Long,2024-07-02,2024,7,2
0,43,2,2,2,2,1,2,0,1,0,3,1,2,253.85,2023,August,10,1,4,5,1,Medium,2022-09-03,2022,9,3
0,358,0,7,1,2,1,0,0,0,1,0,0,0,120.45,2022,December,18,0,7,4,1,Long,2024-09-19,2024,9,19
1,23,1,5,3,0,1,2,0,1,0,4,2,1,355.37,2023,October,18,0,6,4,1,Short,2023-08-22,2023,8,22
1,266,2,5,3,1,0,2,2,1,0,1,1,0,476.94,2023,December,20,0,7,4,1,Long,2024-12-19,2024,12,19
1,36,2,8,1,0,1,1,0,0,1,4,2,1,107.14,2022,December,27,0,10,2,1,Medium,2024-03-05,2024,3,5
1,189,2,9,3,1,1,3,1,1,0,4,2,1,231.09,2023,May,17,0,11,5,1,Long,2024-03-27,2024,3,27
1,52,0,6,1,2,1,2,1,0,0,4,2,2,493.73,2024,September,30,0,6,4,1,Medium,2024-04-01,2024,4,1
1,9,2,2,1,0,0,0,2,1,0,2,2,1,131.55,2023,July,8,1,4,1,0,Short,2022-12-26,2022,12,26
0,99,0,1,2,0,1,0,1,1,0,1,1,0,178.31,2023,October,30,0,1,3,1,Long,2022-09-09,2022,9,9
0,142,1,7,2,0,0,1,2,0,0,3,1,2,125.51,2024,April,23,0,8,2,1,Long,2024-08-10,2024,8,10
0,70,1,2,1,0,0,2,1,1,0,3,1,1,115.67,2024,September,20,0,3,1,0,Medium,2024-02-13,2024,2,13
1,31,2,5,1,0,0,3,0,1,0,2,2,0,136.3,2023,January,3,0,7,1,0,Medium,2022-08-11,2022,8,11
1,39,1,8,1,1,0,0,1,0,0,1,1,1,339.95,2024,April,2,0,9,2,1,Medium,2022-11-29,2022,11,29
0,133,0,2,3,1,1,3,0,1,0,0,1,2,221.03,2022,March,16,1,2,5,1,Long,2022-05-17,2022,5,17
0,299,1,6,2,1,1,0,0,1,1,3,2,2,320.38,2023,February,11,1,7,4,1,Long,2022-08-11,2022,8,11
0,93,2,4,3,2,1,2,2,0,0,3,1,1,140.52,2024,May,23,1,6,6,1,Long,2023-06-16,2023,6,16
0,235,2,6,2,1,0,3,2,1,1,4,0,2,373.1,2022,October,12,0,8,3,1,Long,2023-08-27,2023,8,27
0,189,2,4,2,1,1,3,2,0,1,1,1,2,133.92,2023,July,18,0,6,4,1,Long,2023-07-05,2023,7,5
0,97,0,4,2,0,0,0,0,1,1,1,0,1,440.46,2024,March,24,0,4,2,1,Long,2023-03-20,2023,3,20
0,175,2,2,2,2,1,0,2,0,1,0,0,2,139.27,2023,December,14,0,4,5,1,Long,2022-11-20,2022,11,20
0,325,1,1,2,2,0,2,2,1,0,3,2,1,167.25,2024,June,25,0,2,4,1,Long,2024-08-24,2024,8,24
1,26,2,4,2,1,1,0,2,0,1,2,2,0,189.74,2024,October,27,0,6,4,1,Short,2022-06-17,2022,6,17
0,123,1,4,3,1,1,2,2,0,0,2,0,2,180.97,2024,August,18,1,5,5,1,Long,2024-04-18,2024,4,18
0,305,0,6,2,2,1,1,0,1,1,0,1,0,185.33,2022,November,27,0,6,5,1,Long,2024-12-04,2024,12,4
0,67,2,6,1,0,1,1,1,1,1,2,0,2,313.13,2023,September,18,1,8,2,1,Medium,2022-05-19,2022,5,19
1,142,1,2,2,0,0,0,0,0,0,0,1,2,279.99,2022,October,18,0,3,2,1,Long,2022-10-09,2022,10,9
0,207,1,1,1,2,0,1,0,0,0,1,0,0,304.07,2023,February,2,0,2,3,1,Long,2022-08-05,2022,8,5
1,206,1,3,1,2,0,2,2,0,1,1,2,1,285.5,2024,March,7,1,4,3,1,Long,2022-07-05,2022,7,5
1,84,1,1,2,0,1,3,1,0,1,0,1,1,179.07,2024,September,1,0,2,3,1,Medium,2022-07-26,2022,7,26
1,86,2,5,1,0,1,0,0,0,0,2,0,2,321.17,2022,July,19,1,7,2,1,Medium,2023-10-26,2023,10,26
1,24,2,7,3,2,0,3,2,0,0,0,0,1,241.51,2023,April,26,0,9,5,1,Short,2022-07-23,2022,7,23
1,8,2,9,3,0,0,2,1,0,0,2,1,1,436.81,2024,September,7,0,11,3,1,Short,2024-03-21,2024,3,21
0,309,2,2,2,1,0,1,2,0,1,3,2,1,308.56,2023,October,18,1,4,3,1,Long,2022-07-16,2022,7,16
0,31,0,1,1,1,0,3,0,1,1,3,1,1,333.48,2024,July,15,0,1,2,1,Medium,2024-06-03,2024,6,3
1,115,2,5,2,1,0,2,0,1,0,0,1,2,457.31,2023,January,21,0,7,3,1,Long,2023-03-09,2023,3,9
1,62,2,2,3,2,1,3,0,0,1,2,0,1,206.2,2023,September,17,0,4,6,1,Medium,2022-01-02,2022,1,2
1,364,2,2,2,2,1,0,2,0,0,2,2,0,238.05,2023,June,20,0,4,5,1,Long,2024-04-06,2024,4,6
1,324,0,7,1,0,1,0,1,1,1,3,1,0,431.99,2022,March,10,1,7,2,1,Long,2023-10-23,2023,10,23
1,348,2,1,2,1,0,2,1,1,0,2,2,2,193.27,2024,September,16,0,3,3,1,Long,2022-10-23,2022,10,23
0,276,2,7,1,2,1,3,0,1,1,3,1,1,438.93,2022,September,12,0,9,4,1,Long,2022-02-01,2022,2,1
1,63,2,1,1,1,1,2,1,1,1,4,2,1,244.7,2022,November,10,0,3,3,1,Medium,2023-06-24,2023,6,24
1,256,2,9,3,1,1,3,0,1,1,4,2,2,257.98,2023,January,10,0,11,5,1,Long,2023-11-06,2023,11,6
1,198,2,6,2,2,1,1,1,0,0,3,1,2,404.33,2024,November,29,0,8,5,1,Long,2024-08-01,2024,8,1
0,69,1,4,1,1,1,2,0,0,0,0,1,1,376.04,2024,July,4,1,5,3,1,Medium,2022-02-10,2022,2,10
0,338,2,3,2,2,0,0,0,1,0,2,2,0,222.09,2023,February,14,1,5,4,1,Long,2023-10-27,2023,10,27
0,251,2,8,1,1,0,2,0,1,0,3,0,2,199.29,2023,August,5,0,10,2,1,Long,2022-03-27,2022,3,27
1,295,1,9,3,1,1,1,2,0,0,4,0,1,411.24,2024,March,25,0,10,5,1,Long,2022-11-21,2022,11,21
1,13,2,8,1,1,0,1,2,1,0,4,0,1,477.68,2023,November,30,1,10,2,1,Short,2022-11-13,2022,11,13
0,5,0,3,2,1,1,1,2,1,0,4,1,1,177.2,2022,December,24,1,3,4,1,Last-Minute,2022-03-13,2022,3,13
0,186,1,6,1,2,1,3,0,0,1,1,0,1,379.11,2022,March,14,0,7,4,1,Long,2024-06-10,2024,6,10
0,8,0,1,3,0,0,2,0,0,0,0,2,0,224.86,2024,October,17,0,1,3,1,Short,2023-07-23,2023,7,23
1,246,0,1,1,1,1,2,2,1,0,4,2,0,284.04,2023,October,13,0,1,3,1,Long,2024-09-05,2024,9,5
1,199,1,7,1,1,1,1,2,0,0,4,1,1,463.09,2023,March,23,0,8,3,1,Long,2024-05-02,2024,5,2
0,104,2,7,1,0,1,1,0,1,0,3,1,0,314.33,2024,March,2,1,9,2,1,Long,2023-02-28,2023,2,28
0,199,1,3,3,0,1,1,0,0,0,0,1,0,280.17,2024,March,30,0,4,4,1,Long,2024-07-15,2024,7,15
1,363,0,2,3,1,0,3,0,1,1,4,2,2,244.0,2022,August,6,0,2,4,1,Long,2024-03-26,2024,3,26
0,289,2,9,3,0,0,2,2,0,1,4,1,2,225.13,2024,November,19,0,11,3,1,Long,2024-07-19,2024,7,19
1,112,0,5,1,1,0,0,0,0,1,2,1,1,491.41,2024,January,16,1,5,2,1,Long,2022-09-10,2022,9,10
0,277,1,4,1,1,0,1,1,0,0,0,2,2,77.12,2024,February,13,0,5,2,1,Long,2023-06-07,2023,6,7
1,126,0,4,1,0,0,0,1,1,0,2,2,1,160.29,2023,December,2,0,4,1,0,Long,2024-10-07,2024,10,7
1,76,1,5,3,0,1,2,0,1,1,2,0,1,223.87,2023,March,6,0,6,4,1,Medium,2022-08-03,2022,8,3
